epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,5592.8,0.81808,0.53845,0.94672,0.93604,0.7791,0.84056,0.65713,0.82371,0.48483,0.94562,0.002674,0.002674,0.002674
187,5624.28,0.81734,0.54231,0.94769,0.9381,0.77804,0.84013,0.65664,0.82445,0.48524,0.94606,0.0026344,0.0026344,0.0026344
188,5655.41,0.82166,0.54016,0.95078,0.93726,0.77901,0.84054,0.65682,0.82407,0.48445,0.94568,0.0025948,0.0025948,0.0025948
189,5682.79,0.82012,0.53753,0.94786,0.93692,0.77914,0.8405,0.65651,0.82465,0.48474,0.94597,0.0025552,0.0025552,0.0025552
190,5713.63,0.81664,0.53879,0.94708,0.93572,0.77873,0.84063,0.65679,0.82432,0.48418,0.94566,0.0025156,0.0025156,0.0025156
191,5741.82,0.81038,0.53458,0.94634,0.9357,0.77945,0.84068,0.65707,0.82406,0.48409,0.94531,0.002476,0.002476,0.002476
192,5773.02,0.81799,0.5402,0.94712,0.93537,0.77966,0.84086,0.65757,0.82375,0.48355,0.94518,0.0024364,0.0024364,0.0024364
193,5804.31,0.81099,0.53402,0.94538,0.93187,0.78125,0.84085,0.6571,0.82368,0.4837,0.94513,0.0023968,0.0023968,0.0023968
194,5831.89,0.80789,0.53331,0.94562,0.9319,0.78111,0.84103,0.6576,0.82387,0.48382,0.94527,0.0023572,0.0023572,0.0023572
195,5863.99,0.81002,0.53717,0.94582,0.9324,0.78127,0.84108,0.65768,0.82368,0.48339,0.94514,0.0023176,0.0023176,0.0023176
196,5893.55,0.8146,0.53661,0.94686,0.93329,0.78092,0.84111,0.65749,0.82389,0.48355,0.94535,0.002278,0.002278,0.002278
197,5922.83,0.80423,0.52915,0.94075,0.93233,0.78225,0.84114,0.65777,0.82388,0.48278,0.94547,0.0022384,0.0022384,0.0022384
198,5952.43,0.80378,0.52536,0.9409,0.93334,0.78166,0.84093,0.65822,0.82368,0.48281,0.94543,0.0021988,0.0021988,0.0021988
199,5981.54,0.80832,0.53151,0.94409,0.93473,0.781,0.84098,0.65806,0.82343,0.4826,0.94529,0.0021592,0.0021592,0.0021592
200,6012.65,0.80284,0.52913,0.94111,0.93506,0.7796,0.84109,0.65805,0.82344,0.48275,0.9453,0.0021196,0.0021196,0.0021196
201,6042.25,0.7995,0.52655,0.94302,0.93603,0.77905,0.84139,0.6585,0.8232,0.48265,0.94516,0.00208,0.00208,0.00208
202,6070.12,0.80302,0.52469,0.94127,0.93377,0.78074,0.84113,0.65893,0.8233,0.48279,0.94515,0.0020404,0.0020404,0.0020404
203,6101.57,0.80238,0.52718,0.94444,0.93317,0.78042,0.84111,0.65907,0.82318,0.48242,0.94514,0.0020008,0.0020008,0.0020008
204,6131.84,0.79333,0.52358,0.94077,0.93359,0.78085,0.84114,0.65883,0.82313,0.48238,0.94514,0.0019612,0.0019612,0.0019612
205,6159.93,0.79786,0.52453,0.94135,0.93293,0.78054,0.8409,0.6587,0.82284,0.48208,0.94508,0.0019216,0.0019216,0.0019216
206,6190.34,0.79586,0.52221,0.94006,0.9331,0.78051,0.84128,0.6592,0.82255,0.48178,0.94499,0.001882,0.001882,0.001882
207,6218.63,0.8003,0.52458,0.94168,0.93141,0.78256,0.84135,0.65951,0.82234,0.48158,0.94491,0.0018424,0.0018424,0.0018424
208,6249.2,0.8006,0.52261,0.94063,0.93101,0.78177,0.84102,0.65914,0.82235,0.48141,0.94495,0.0018028,0.0018028,0.0018028
209,6280.05,0.79316,0.52011,0.93868,0.93007,0.78253,0.84119,0.65914,0.82211,0.4814,0.94493,0.0017632,0.0017632,0.0017632
210,6307.52,0.79428,0.52169,0.94065,0.9289,0.78285,0.84105,0.65876,0.82197,0.48132,0.94486,0.0017236,0.0017236,0.0017236
211,6338.77,0.79286,0.52009,0.93627,0.92986,0.77928,0.84093,0.65874,0.82205,0.48116,0.94482,0.001684,0.001684,0.001684
212,6369.6,0.79432,0.51961,0.9383,0.92861,0.78221,0.84089,0.65858,0.82221,0.48123,0.94495,0.0016444,0.0016444,0.0016444
213,6397.1,0.78606,0.51564,0.93697,0.92832,0.78172,0.84091,0.65846,0.82188,0.48089,0.94482,0.0016048,0.0016048,0.0016048
214,6428.33,0.78722,0.51817,0.93761,0.93089,0.7807,0.84114,0.65894,0.82181,0.48063,0.94482,0.0015652,0.0015652,0.0015652
215,6456.27,0.78952,0.51907,0.93768,0.93066,0.78,0.84042,0.65835,0.82167,0.48047,0.94475,0.0015256,0.0015256,0.0015256
216,6487.62,0.78635,0.51397,0.93518,0.92868,0.78261,0.8404,0.65859,0.82191,0.48054,0.94484,0.001486,0.001486,0.001486
217,6518.22,0.77765,0.50892,0.93448,0.92915,0.78264,0.84064,0.65873,0.82175,0.48048,0.94476,0.0014464,0.0014464,0.0014464
218,6546.7,0.78648,0.51799,0.93664,0.92858,0.78298,0.84065,0.65872,0.82131,0.48015,0.94458,0.0014068,0.0014068,0.0014068
219,6577.82,0.77776,0.51194,0.93646,0.9281,0.7829,0.84074,0.65893,0.8213,0.48002,0.94451,0.0013672,0.0013672,0.0013672
220,6608.2,0.78074,0.51111,0.9342,0.92819,0.78309,0.8408,0.65922,0.8211,0.48,0.9444,0.0013276,0.0013276,0.0013276
221,6636.02,0.78037,0.51037,0.93351,0.9287,0.78275,0.84075,0.65896,0.82098,0.47984,0.94422,0.001288,0.001288,0.001288
222,6667.07,0.77804,0.5084,0.93361,0.928,0.78293,0.84062,0.6592,0.82108,0.48024,0.94426,0.0012484,0.0012484,0.0012484
223,6695.34,0.7758,0.50909,0.93483,0.928,0.78276,0.84059,0.65916,0.82097,0.48009,0.94423,0.0012088,0.0012088,0.0012088
224,6726.28,0.77028,0.50345,0.93184,0.92851,0.78284,0.84045,0.65906,0.82087,0.47979,0.9442,0.0011692,0.0011692,0.0011692
225,6757.53,0.7732,0.50299,0.93167,0.9274,0.78331,0.84039,0.65914,0.82069,0.47973,0.94413,0.0011296,0.0011296,0.0011296
226,6785.09,0.7704,0.50222,0.93025,0.92916,0.78251,0.84052,0.65912,0.82044,0.47951,0.94402,0.00109,0.00109,0.00109
227,6816.17,0.76831,0.50323,0.93323,0.92768,0.78312,0.84046,0.65922,0.82026,0.47936,0.94399,0.0010504,0.0010504,0.0010504
228,6846.63,0.76566,0.50397,0.92848,0.92998,0.78233,0.84071,0.65966,0.82011,0.47947,0.94396,0.0010108,0.0010108,0.0010108
229,6874.94,0.76686,0.49992,0.93036,0.93011,0.78201,0.84078,0.65954,0.82029,0.47941,0.94406,0.0009712,0.0009712,0.0009712
230,6905.71,0.76761,0.50431,0.93141,0.92988,0.78219,0.84085,0.65925,0.82027,0.47922,0.94401,0.0009316,0.0009316,0.0009316
231,6934.93,0.7649,0.49908,0.9303,0.92943,0.78264,0.8409,0.65935,0.82024,0.47924,0.94401,0.000892,0.000892,0.000892
232,6965.4,0.7659,0.50078,0.93082,0.92825,0.78229,0.84085,0.65919,0.82017,0.47907,0.94399,0.0008524,0.0008524,0.0008524
233,6995.72,0.76338,0.49919,0.93103,0.9272,0.7834,0.84084,0.65942,0.82006,0.47911,0.94401,0.0008128,0.0008128,0.0008128
234,7024.45,0.75806,0.49488,0.92886,0.92873,0.78081,0.84098,0.65942,0.82004,0.47895,0.94399,0.0007732,0.0007732,0.0007732
235,7055.18,0.7574,0.4935,0.92917,0.92784,0.78155,0.84094,0.65938,0.81993,0.47897,0.94395,0.0007336,0.0007336,0.0007336
236,7085.51,0.75667,0.49537,0.92658,0.92903,0.78177,0.84074,0.65949,0.82003,0.47881,0.94402,0.000694,0.000694,0.000694
237,7113.74,0.7585,0.4952,0.92889,0.92925,0.7815,0.84091,0.65932,0.8201,0.47888,0.94408,0.0006544,0.0006544,0.0006544
238,7144.5,0.75631,0.49311,0.92641,0.93041,0.78131,0.84089,0.65926,0.82003,0.47908,0.94405,0.0006148,0.0006148,0.0006148
239,7173.35,0.74972,0.4893,0.92508,0.93059,0.78117,0.84074,0.65915,0.81998,0.47919,0.94415,0.0005752,0.0005752,0.0005752
240,7204.05,0.74686,0.48965,0.92571,0.93078,0.78129,0.84094,0.65931,0.8199,0.4793,0.94419,0.0005356,0.0005356,0.0005356
241,7243.86,0.72705,0.45971,0.91011,0.93303,0.78004,0.84101,0.65958,0.8196,0.47911,0.94418,0.000496,0.000496,0.000496
242,7273.59,0.69385,0.43118,0.89872,0.93365,0.77953,0.84105,0.65927,0.81975,0.47916,0.9443,0.0004564,0.0004564,0.0004564
243,7299.24,0.68968,0.42614,0.89793,0.93252,0.78067,0.84101,0.65932,0.81975,0.47937,0.9444,0.0004168,0.0004168,0.0004168
244,7328.4,0.6872,0.42264,0.89667,0.93517,0.77987,0.8414,0.65937,0.82009,0.47978,0.94456,0.0003772,0.0003772,0.0003772
245,7357.22,0.67984,0.41964,0.89435,0.93513,0.78004,0.84143,0.65939,0.82026,0.47983,0.94467,0.0003376,0.0003376,0.0003376
246,7382.79,0.68124,0.4196,0.89471,0.93488,0.77983,0.84096,0.65919,0.8205,0.4801,0.94486,0.000298,0.000298,0.000298
247,7411.36,0.67638,0.41796,0.8948,0.93626,0.77912,0.84093,0.65895,0.82053,0.48003,0.94492,0.0002584,0.0002584,0.0002584
248,7437.39,0.67349,0.41633,0.89402,0.93636,0.77926,0.84148,0.65911,0.82055,0.48027,0.94499,0.0002188,0.0002188,0.0002188
249,7466.53,0.67189,0.41795,0.89356,0.93729,0.77918,0.84103,0.65875,0.82076,0.4801,0.94516,0.0001792,0.0001792,0.0001792
250,7495.3,0.6712,0.41478,0.88996,0.93744,0.77964,0.84117,0.65885,0.82076,0.48029,0.9452,0.0001396,0.0001396,0.0001396
